"NSFTV.ID","HDRA.ID","Na.K.Shoot.LSMEAN","Na.Shoot.LSMEAN","K.Shoot.Salt.LSMEAN","Na.K.Root.LSMEAN","Na.Root.LSMEAN","Shoot.BM.Control.LSMEAN","Shoot.BM.Salt.LSMEAN","Root.BM.Control.LSMEAN","Root.BM.Salt.LSMEAN","Flowering.time.at.Arkansas","Flowering.time.at.Faridpur","Flowering.time.at.Aberdeen","Panicle.number.per.plant","Plant.height","Panicle.fertility"
"NSFTV_275","07dac217.0",158.0878553,0.145783899,0.92793335,414.6302274,0.320282567,2.324618252,1.511395366,0.827030261,0.318761464,77.66666667,65,76,3.012261576,100.25,0.889
"NSFTV_277","1516d75f.0",190.8128553,0.158783899,0.88143335,453.6368015,0.264262275,2.223517212,1.487645366,0.621858413,0.374252759,82.33333333,67,138,3.075774981,101.1,0.766
"NSFTV_278","17627a92.0",222.1628553,0.140896598,0.955827242,890.0671231,0.598192554,2.349701585,0.970645366,0.546748146,0.139919426,82,NA,95,3.567182519,92.83333333,0.822
"NSFTV_279","642238d9.0",254.9378553,0.214533899,0.907827242,498.0800937,0.32291508,3.241224307,1.9147287,0.802578949,0.341669426,57.25,57,45,3.235405127,90.91666667,0.821
"NSFTV_28","b6701089.0",87.96183642,0.080544726,0.959151121,485.8980169,0.382135425,2.743968779,1.853107709,1.140278089,0.463973769,NA,NA,NA,NA,NA,NA
"NSFTV_280","58d5bdc3.0",184.043899,0.173563265,0.937793515,464.8733425,0.272427775,2.286618252,1.700599689,0.748831479,0.210669426,84.08333333,79,100,2.866951484,114.75,0.703
"NSFTV_281","85959164.0",155.7628553,0.127783899,0.87218335,426.139019,0.365046581,2.038701585,1.528105221,0.647030261,0.308261464,85.33333333,70,93,2.857427602,113.6666667,0.812
"NSFTV_282","5aa7968d.0",157.5128553,0.154783899,0.97618335,606.7682642,0.354821981,1.762784918,1.408395366,0.662748146,0.263502759,80.91666667,78,113,3.008154794,79.75,0.855
"NSFTV_283","6b37cb3d.0",168.5820704,0.141888629,0.89068335,469.4303657,0.324416466,2.300014389,1.46818996,0.705239312,0.304399281,77.58333333,74,80,3.071921412,96.41666667,0.768
"NSFTV_284","a32e0586.0",140.1128553,0.125783899,0.89243335,564.8857939,0.421258223,1.896681056,1.395087874,0.590239312,0.330954003,81,77,85,3.819542153,104,0.852
"NSFTV_285","9baa653c.0",276.7628553,0.230283899,0.84118335,658.2588097,0.373665908,1.921014389,1.439782669,0.459905979,0.301955252,79.5,67,52,2.650891787,93.16666667,0.841
"NSFTV_286","044639de.0",229.5628553,0.204783899,0.89793335,497.1614184,0.377335518,2.115034918,1.405669802,0.677239312,0.32037067,86,77,100,3.071921412,105.1666667,0.741
"NSFTV_287","0e787735.0",232.3378553,0.202533899,0.88493335,430.5613149,0.321673447,3.020964214,1.81168996,0.767277847,0.345157985,54.5,56,54,3.063390922,91.08333333,0.812
"NSFTV_288","bc6b0af5.0",193.2628553,0.159533899,0.84668335,387.5430337,0.299276809,2.76144048,1.86840837,0.711706342,0.323291188,58,54,48,3.164067588,89.33333333,0.762
"NSFTV_289","7fc911f7.0",223.9378553,0.216783899,0.96568335,432.4280286,0.303861369,2.461031406,1.629856626,1.01804054,0.346899281,63,56,61,3.283414346,98.08333333,0.89
"NSFTV_29","30646147.0",98.15820786,0.085800703,0.929982228,608.3604831,0.410324547,2.648723117,1.764274376,0.749310077,0.432807102,90.5,NA,187,NA,121.8888889,0.973
"NSFTV_290","d864377c.0",230.8624777,0.188211432,0.823760603,552.8339812,0.384637511,2.013534918,1.364179839,0.429572646,0.23516256,74.75,65,80,3.747541367,90.91666667,0.932
"NSFTV_291","b29d3bf4.0",458.7128553,0.361533899,0.81868335,591.6197625,0.287940767,1.401181056,0.93118996,0.250239312,0.127565947,67.08333333,61,68,3.387774361,67.75,0.87
"NSFTV_292","6d9c7d8b.0",247.5878553,0.209533899,0.85843335,446.6893429,0.351856047,2.623847722,1.571732329,0.778572646,0.273565947,67.83333333,NA,NA,3.174575566,107.8181818,0.84
"NSFTV_293","4c188d7c.0",236.6878553,0.219033899,0.93418335,415.190661,0.317215286,2.631514389,1.900504541,0.851604761,0.510669591,104.75,70,107,3.273995124,138.5833333,0.892
"NSFTV_294","9a60fd42.0",225.1128553,0.188783899,0.85293335,406.549255,0.287623415,1.482014389,1.271754541,0.395854761,0.220407985,85.66666667,79,96,3.326234343,107.25,0.773
"NSFTV_295","e8c621e8.0",298.295811,0.261544766,0.911093936,475.6873423,0.350642369,2.470255805,1.835257788,0.819219066,0.416336257,78.75,76,80,3.308106959,99.75,0.865
"NSFTV_296","2b81cf74.0",230.9878553,0.206783899,0.90043335,504.6787122,0.342057161,2.02944048,1.50618996,0.573373009,0.307065947,79.75,67,113,3.48635519,97.08333333,0.84
"NSFTV_297","5ae0bd70.0",188.9128553,0.189533899,0.98293335,500.1809899,0.373058969,1.778347722,1.187856626,0.486905979,0.245065947,82.83333333,67,137,3.222203615,99.91666667,0.683
"NSFTV_299","07f246bb.0",143.4378553,0.135783899,0.93643335,613.6144382,0.551531342,2.316098819,1.827645366,0.686733631,0.448565947,70.33333333,58,70,3.799227511,130.25,0.94
"NSFTV_3","5ef1be74.0",107.1621447,0.092716101,0.88231665,674.0476727,0.381801387,2.563828865,1.99965543,0.818338082,0.426874492,89.5,66,83,4.051784948,143.5,0.75
"NSFTV_30","dd6e755e.0",150.9868364,0.138794726,0.931651121,388.6451626,0.372971428,2.270389783,1.494941043,0.492944756,0.290640435,104,65,164,3.801091445,121.4444444,0.907
"NSFTV_300","16d7e397.0",179.4128553,0.159533899,0.88443335,394.6617621,0.348467243,1.861181056,1.731312033,0.549739312,0.286232614,76.25,67,73,2.908720897,99.75,0.854
"NSFTV_301","86556239.0",198.3628553,0.148533899,0.76168335,421.3135573,0.275169725,2.564448073,1.782356626,0.828623873,0.416232614,75.58333333,60,68,2.722756348,108.2222222,0.839
"NSFTV_302","234e0df9.0",243.5128553,0.190283899,0.81343335,517.9812063,0.32244688,2.389681056,1.695356626,0.699739312,0.379899281,79.25,NA,68,2.862200881,101.9166667,0.802
"NSFTV_303","73c4fdfb.0",161.5632435,0.150610041,0.934851632,423.6383189,0.335449019,1.860348819,1.388184428,0.501572646,0.278098991,81.75,67,130,3.17805383,98.41666667,0.759
"NSFTV_304","773e969e.0",234.9378553,0.195283899,0.85018335,538.9475296,0.426111515,2.630847722,1.87218996,0.779239312,0.457065947,101.0833333,67,87,3.606403232,126.5,0.797
"NSFTV_305","8288d278.0",231.7378553,0.206283899,0.90843335,419.8979111,0.343222159,2.485181056,1.945356626,0.764905979,0.437399281,76.08333333,67,113,3.128221457,123.25,0.908
"NSFTV_306","2c583eed.0",235.2378553,0.215033899,0.91993335,450.8168458,0.350401357,3.196014389,2.007523293,0.887239312,0.358899281,59.5,63,59,3.392829132,97,0.785
"NSFTV_307","c0d6eca3.0",263.3378553,0.209533899,0.82193335,504.6792031,0.283218002,1.791847722,1.146356626,0.458905979,0.180732614,78,66,76,2.674148649,101.5833333,0.867
"NSFTV_309","a0a3d697.0",293.8878553,0.214783899,0.76518335,456.0711342,0.340002048,2.415347722,1.832105221,0.984905979,0.450232614,103,79,113,2.788092909,132.1666667,0.856
"NSFTV_31","d2da857d.0",245.2868364,0.203794726,0.834651121,504.1767794,0.289621301,1.704639783,1.061274376,0.641111422,0.218140435,89,NA,239,3.044522438,118.3333333,0.932
"NSFTV_310","fbae20bd.0",255.7378553,0.217533899,0.85868335,421.2809882,0.324139977,2.005451585,1.2112287,0.807831479,0.228252759,84.41666667,NA,113,2.842969519,114.6666667,0.634
"NSFTV_311","137628a5.0",263.8963075,0.277473553,0.944685372,443.3464111,0.290497045,1.602681056,0.981315662,0.490072646,0.156065947,80.5,77,113,3.516508228,94.66666667,0.818
"NSFTV_313","872ec0b4.0",77.91214469,0.066716101,0.88181665,566.8167306,0.401069476,2.087085836,1.820328195,0.644421745,0.451458958,86.5,76,92,3.417726684,123.1666667,0.889
"NSFTV_314","ea28671d.0",138.3118364,0.118794726,0.904651121,465.5427626,0.29604638,2.077225751,1.908704537,0.762861753,0.487058235,81.16666667,77,97,3.699242241,130.6666667,0.925
"NSFTV_315","74c9fbbc.0",141.4368364,0.112044726,0.816901121,623.3231175,0.492387205,2.196392417,1.843896625,0.792195086,0.44486351,98.41666667,71,87,3.113515309,151.6666667,0.845
"NSFTV_316","b828b757.0",100.7618364,0.093044726,0.944901121,461.0984773,0.380011182,1.953225751,1.577371203,0.596861753,0.366724902,83.41666667,77,76,3.344038968,135.5,0.953
"NSFTV_317","b956dfb5.0",129.7425405,0.123244367,0.96241721,536.1418148,0.396222207,2.187718736,1.928659845,0.659695086,0.462391568,90.75,58,80,3.320228319,136.3333333,0.936
"NSFTV_318","3eb8fab5.0",145.6092072,0.139244367,0.961750543,639.8981468,0.457720802,2.343225751,1.96403787,0.814361753,0.485724902,96.16666667,75,102,3.245193133,145.5833333,0.959
"NSFTV_32","068b860d.0",174.3124131,0.155041514,0.902523152,549.3287631,0.381595794,2.138817988,1.325774376,0.603468684,0.245307102,92.66666667,NA,184,2.820055259,128.1111111,0.856
"NSFTV_320","cf44b628.0",166.0473786,0.159236397,0.961309066,432.2699829,0.350770092,2.289225751,1.609704537,0.728028419,0.332891568,97.25,69,87,3.624340933,126.75,0.952
"NSFTV_322","72cef953.0",134.8118364,0.142294726,1.048901121,464.0365668,0.347794086,1.966523226,1.48203787,0.512695086,0.367391568,98.75,NA,92,3.447338538,125,0.952
"NSFTV_323","1510e4aa.0",137.8622522,0.13096332,0.970716123,520.4291465,0.416114584,2.417225751,1.670529815,0.906695086,0.341024384,103.1666667,78,92,2.999890284,141.9166667,0.917
"NSFTV_324","0defa551.0",198.0118364,0.191044726,0.961651121,554.0185152,0.422650651,1.879225751,1.551704537,0.496695086,0.328891568,84,NA,92,3.622116238,133.9166667,0.933
"NSFTV_325","d0392fe8.0",208.1618364,0.186794726,0.888901121,528.310696,0.461145406,2.158892417,1.46703787,0.556195086,0.255891568,78.75,NA,92,3.745574798,154.4166667,0.742
"NSFTV_326","aeed4684.0",166.6118364,0.172794726,1.038401121,562.8276455,0.429231768,2.022725751,1.53853787,0.726028419,0.346724902,84.25,NA,94,3.73369347,125.4444444,0.95
"NSFTV_327","fb2b3d82.0",149.1118364,0.127044726,0.849901121,619.4327008,0.43745818,2.479059084,2.208371203,0.991695086,0.440558235,90,57,71,3.723683376,117.5,0.924
"NSFTV_328","1e4f3933.0",162.4868364,0.168044726,1.034151121,551.5197629,0.373718226,2.564059084,1.563118461,0.914861753,0.315893996,93.5,65,89,4.119037175,130.4166667,0.862
"NSFTV_329","3e58f34c.0",157.5108753,0.122383413,0.846531067,570.2741128,0.419096641,2.391842943,1.716929961,0.716008173,0.394161878,96,65,84,3.624340933,132,0.873
"NSFTV_33","2b4e06fe.0",102.4868364,0.093544726,0.918651121,498.6448623,0.348186143,2.456403773,1.654592917,0.619238728,0.41979707,82.25,63,81,3.320228319,126.25,0.958
"NSFTV_330","084e8b29.0",175.7368364,0.149294726,0.869651121,556.9930305,0.347042508,2.985725751,2.072346867,1.248695086,0.623861955,100,68,84,3.619886583,137,0.898
"NSFTV_331","d438bfed.0",129.1368364,0.132294726,1.033151121,544.5507113,0.361739697,3.025559084,2.19103787,1.189195086,0.569224902,95.5,80,80,3.235405127,113.5,0.928
"NSFTV_332","7e956f22.0",163.7118364,0.150044726,0.928901121,761.5111898,0.406859475,1.814725751,1.185371203,0.484695086,0.221724902,100.6666667,68,107,3.743604354,133.5,0.896
"NSFTV_333","22e60af9.0",138.7618364,0.100044726,0.735651121,658.0616243,0.304122,2.364725751,1.686204537,0.353861753,0.268724902,62.58333333,39,52,3.784189634,81.54545455,0.828
"NSFTV_334","09869491.0",162.933414,0.141924941,0.868391467,470.5504848,0.336607595,2.472725751,1.819143549,0.893861753,0.380083104,76.58333333,69,80,2.974678864,112.0833333,0.888
"NSFTV_335","1e26852c.0",218.8618364,0.192794726,0.879901121,432.6621511,0.336230305,1.894542659,1.348065147,0.568695086,0.219558235,81.5,78,80,3.674188739,86.5,0.837
"NSFTV_336","fa180a1e.0",153.7118364,0.149544726,0.975901121,613.8757909,0.413025149,2.065059084,1.84553787,0.791361753,0.428058235,98.25,66,92,3.258096538,129,0.959
"NSFTV_337","a7bec464.0",86.08683642,0.072294726,0.868401121,673.2774663,0.482620459,2.331059084,1.592204537,0.636195086,0.317891568,81,70,80,4.01186834,127.5833333,0.912
"NSFTV_338","fed0b9a3.0",181.9618364,0.167294726,0.911151121,492.0688404,0.342711749,1.575459325,1.195623059,0.443028419,0.198891568,79.66666667,71,117,2.999890284,111.6666667,0.871
"NSFTV_339","b3a301ea.0",104.8368364,0.106794726,1.050401121,610.7209234,0.441471493,2.470392417,1.970479958,0.775028419,0.46486351,86,80,73,3.915350796,147.25,0.783
"NSFTV_340","4b0a7350.0",248.8368364,0.242544726,0.975901121,600.1611691,0.522270583,2.443623073,1.767757336,1.052150662,0.451220027,88.16666667,77,100,3.988984047,135.6666667,0.634
"NSFTV_341","9f786a86.0",136.8368364,0.129044726,0.943013806,555.9826137,0.388710062,2.782725751,1.845204537,1.126028419,0.476891568,86.75,77,100,3.442019376,132,0.934
"NSFTV_342","ac7a352c.0",279.3368364,0.251544726,0.904401121,477.3055215,0.379886176,2.121559084,1.59553787,0.733195086,0.345558235,90.25,79,107,2.931193752,118.0833333,0.719
"NSFTV_343","b663b3f8.0",128.5612057,0.124631694,1.013287173,585.5964389,0.379829377,2.539225751,1.887743178,0.748695086,0.384258497,75.66666667,70,80,2.974678864,118.5833333,0.843
"NSFTV_345","4e35b58a.0",181.8368364,0.186794726,1.022901121,477.9251732,0.361229058,2.676225751,1.85303787,1.039695086,0.453058235,91.75,66,80,3.348307918,131.75,0.944
"NSFTV_346","80fc89ae.0",157.3368364,0.156044726,1.031901121,548.2980126,0.349470625,2.624225751,1.95303787,1.010195086,0.461391568,84.83333333,77,98,3.63758616,129.1666667,0.913
"NSFTV_347","853e318c.0",348.2618364,0.303294726,0.857401121,544.9628551,0.383947325,2.110559084,1.698871203,0.950361753,0.567724902,93.25,78,107,3.087247382,139.5833333,0.892
"NSFTV_348","a446becd.0",88.51183642,0.089294726,1.003401121,634.7328519,0.473545328,2.409059084,1.673204537,0.670195086,0.380891568,73,57,68,3.815879145,123.9166667,0.941
"NSFTV_349","a5a6e2dd.0",111.5118364,0.102044726,0.900901121,540.5373619,0.359835681,2.251725751,1.757871203,0.583528419,0.339891568,93.75,77,92,3.851919081,124.0833333,0.912
"NSFTV_35","c59435a8.0",145.6868364,0.101794726,0.749901121,594.7544917,0.317615697,2.548538779,1.700607709,0.890278089,0.444807102,NA,NA,164,NA,105.5,NA
"NSFTV_352","3f0623af.0",260.7621447,0.235716101,0.91531665,562.4657849,0.358424465,2.314088289,1.919198533,0.872638445,0.520285724,NA,NA,NA,NA,NA,NA
"NSFTV_353","af77442b.0",95.31183642,0.094294726,0.984401121,441.9275358,0.376045744,2.329842943,1.395763295,0.77167484,0.349328545,87.75,62,NA,3.654977902,127.6666667,0.931
"NSFTV_354","41be3af3.0",127.5418276,0.152966101,0.81206665,544.8812219,0.43997995,2.129725751,1.511828195,0.804861753,0.357625625,NA,NA,NA,NA,NA,NA
"NSFTV_355","122a975b.0",154.4371447,0.142716101,0.94131665,428.9283233,0.32525173,2.461600351,1.446834148,0.943357075,0.321130978,75.91666667,69,80,3.412247218,126.3333333,0.926
"NSFTV_356","f22d2dc6.0",157.0121447,0.135966101,0.84831665,572.0405715,0.26582281,2.702851296,2.280689752,1.060114682,0.633641061,87,68,80,3.923622141,151.5833333,0.878
"NSFTV_357","cc0ef8cf.0",208.8121447,0.209716101,1.02206665,665.6932522,0.456512841,2.352600351,1.709000815,1.004357075,0.513464312,99.75,101,87,2.644992065,149.3333333,0.871
"NSFTV_358","0764178c.0",213.8130836,0.188800507,0.909085107,NA,0.367020833,1.98895268,1.47227796,0.663690409,0.298464312,93.58333333,NA,135,2.953172659,127.25,0.738
"NSFTV_359","c86f37d0.0",97.66214469,0.087716101,0.92931665,475.8918297,0.373969573,1.827600351,1.591500815,0.651357075,0.374964312,82.41666667,76,92,3.499029631,131.0833333,0.926
"NSFTV_36","2593e5a7.0",163.2118364,0.141794726,0.884651121,452.9658657,0.264734981,1.982468779,1.362107709,0.573611422,0.279140435,92.41666667,NA,199,3.354677366,130.25,0.89
"NSFTV_360","6f068769.0",138.2371447,0.129966101,1.00956665,457.0332516,0.341002969,1.797769937,1.861500815,0.688857075,0.502297645,98.41666667,74,87,3.392829132,123.8333333,0.871
"NSFTV_363","e32c9d62.0",187.5112057,0.177631694,0.957287173,461.7849828,0.328683707,1.953267018,1.454500815,0.617857075,0.323964312,88,NA,120,3.284663565,98,0.586
"NSFTV_364","14e43b02.0",205.4621447,0.191716101,0.93756665,491.1517518,0.282632118,2.401767018,1.693000815,0.774357075,0.388297645,78.75,NA,86,2.633087163,93.08333333,0.865
"NSFTV_365","f2e723fc.0",230.7621447,0.213716101,0.93456665,477.9104437,0.375986908,2.054600351,1.170023085,0.618357075,0.211464312,73,66,77,3.311151101,88.91666667,0.884
"NSFTV_366","73b20824.0",222.7371447,0.194466101,0.86131665,446.2863593,0.321111527,1.881267018,1.392390152,0.537857075,0.273615631,100.75,NA,180,3.336164911,88,0.871
"NSFTV_367","e59cbfbe.0",199.5621447,0.184966101,0.93756665,476.138518,0.318006474,2.241571978,1.543334148,0.812586333,0.450130978,75.75,NA,188,3.43667177,119.25,0.886
"NSFTV_368","db737b9b.0",130.3371447,0.117466101,0.92581665,387.6364337,0.347726451,2.099100351,1.512500815,0.744190409,0.345797645,79,NA,204,3.557726184,107,0.868
"NSFTV_369","dd2bfbfb.0",188.5621447,0.164716101,0.86606665,505.9756911,0.305155314,2.605600351,2.181667482,0.962523742,0.571630978,75.75,76,79,4.074708588,119.5,0.914
"NSFTV_37","69527f35.0",174.113414,0.150524941,0.863191467,398.9459334,0.310046771,1.664802112,1.385607709,0.463111422,0.266973769,85.83333333,NA,94,2.552045953,101.5833333,0.856
"NSFTV_370","bd7aaa87.0",141.4621447,0.134966101,0.97756665,480.8896658,0.430325556,2.781933685,2.022500815,0.778023742,0.389630978,84.33333333,78,91,3.352823797,130.75,0.898
"NSFTV_371","84ad8457.0",134.8485025,0.124084954,0.969285484,396.6885819,0.304453497,2.351625181,1.822945177,0.698190409,0.425464312,83,76,99,3.352823797,133.9166667,0.903
"NSFTV_372","e8f708a5.0",181.23033,0.156894789,0.86213535,548.7566558,0.328936018,1.861600351,1.453000815,0.533190409,0.299130978,85.5,74,99,3.814042597,139.75,0.937
"NSFTV_373","c20dfc59.0",153.1621447,0.140466101,0.94006665,344.9432501,0.281784152,2.290100351,1.821334148,0.727690409,0.373464312,88.75,NA,102,3.550574783,166.6666667,0.634
"NSFTV_375","9aa2c28a.0",186.3371447,0.177216101,0.96656665,526.3224325,0.360731018,2.439588289,1.61193609,0.931471778,0.450532343,NA,NA,NA,NA,NA,NA
"NSFTV_376","de696d95.0",183.5802957,0.16487656,0.922234512,444.3193869,0.290472741,2.858433685,2.312167482,0.973190409,0.573797645,79.5,67,86,2.633087163,118.75,0.769
